protocol,scope,backbone,method,seed,fold,slide_id,class,taxonomy_metrics_valid,source,f1,precision,recall,matched_true_support,matched_pred_support,unmatched_true,unmatched_pred,total_true_support,total_pred_support
slide-independent,slide,SAM-H,FullFT,42,A,tonsil_s1,Epithelial,True,run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed42/log/2026-08-19T110413_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed42/inference_results.json,0.7176063701,0.6772524015,0.7630740044,64307,72456,18568,11678,82875,84134
slide-independent,slide,SAM-H,FullFT,42,A,tonsil_s1,Immune,True,run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed42/log/2026-08-19T110413_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed42/inference_results.json,0.848636817,0.8514222019,0.845869597,423518,420756,96373,66528,519891,487284
slide-independent,slide,SAM-H,FullFT,42,A,tonsil_s1,Stromal,True,run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed42/log/2026-08-19T110413_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed42/inference_results.json,0.5243143137,0.5128314413,0.5363231928,116661,122005,44131,20507,160792,142512
slide-independent,slide,SAM-H,FullFT,42,A,tonsil_s1,Melanocyte,True,run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed42/log/2026-08-19T110413_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed42/inference_results.json,0,0,0,0,0,0,0,0,0
slide-independent,slide,SAM-H,FullFT,42,A,tonsil_s1,Other,True,run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed42/log/2026-08-19T110413_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed42/inference_results.json,0.1421505067,0.293301625,0.0938074412,15777,5046,22750,975,38527,6021
slide-independent,slide,SAM-H,FullFT,43,A,kidney_s1,Epithelial,True,run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed43/log/2026-08-25T015318_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed43/inference_results.json,0.1223566663,0.2198740093,0.0847630239,12765,4921,4894,466,17659,5387
slide-independent,slide,SAM-H,FullFT,43,A,kidney_s1,Immune,True,run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed43/log/2026-08-25T015318_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed43/inference_results.json,0.431113927,0.8499403849,0.2888010032,51835,17613,6592,902,58427,18515
slide-independent,slide,SAM-H,FullFT,43,A,kidney_s1,Stromal,True,run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed43/log/2026-08-25T015318_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed43/inference_results.json,0.469188167,0.3259205044,0.8372059391,20744,53286,5912,5734,26656,59020
slide-independent,slide,SAM-H,FullFT,43,A,kidney_s1,Melanocyte,True,run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed43/log/2026-08-25T015318_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed43/inference_results.json,0,0,0,0,0,0,0,0,0
slide-independent,slide,SAM-H,FullFT,43,A,kidney_s1,Other,True,run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed43/log/2026-08-25T015318_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed43/inference_results.json,0.1078098472,0.0596132182,0.5629432624,1128,10652,978,1920,2106,12572
slide-independent,slide,SAM-H,FullFT,43,A,liver_s1,Epithelial,True,run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed43/log/2026-08-25T015318_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed43/inference_results.json,0.5104090741,0.9206649377,0.3530756586,144782,55524,31058,4275,175840,59799
slide-independent,slide,SAM-H,FullFT,43,A,liver_s1,Immune,True,run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed43/log/2026-08-25T015318_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed43/inference_results.json,0.1438839199,0.1361725257,0.1525211288,55848,62553,10371,5152,66219,67705
slide-independent,slide,SAM-H,FullFT,43,A,liver_s1,Stromal,True,run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed43/log/2026-08-25T015318_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed43/inference_results.json,0.5564181714,0.4130462996,0.8522367826,59751,123284,12954,9052,72705,132336
slide-independent,slide,SAM-H,FullFT,43,A,liver_s1,Melanocyte,True,run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed43/log/2026-08-25T015318_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed43/inference_results.json,0,0,0,0,0,0,0,0,0
slide-independent,slide,SAM-H,FullFT,43,A,liver_s1,Other,True,run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed43/log/2026-08-25T015318_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed43/inference_results.json,0.0223546945,0.0114942529,0.4054054054,555,19575,570,2852,1125,22427
slide-independent,slide,SAM-H,FullFT,43,A,tonsil_s1,Epithelial,True,run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed43/log/2026-08-25T015318_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed43/inference_results.json,0.7236505318,0.6706818841,0.7857032577,64770,75878,17986,11797,82756,87675
slide-independent,slide,SAM-H,FullFT,43,A,tonsil_s1,Immune,True,run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed43/log/2026-08-25T015318_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed43/inference_results.json,0.8260657509,0.8690721462,0.7871150371,424976,384899,94811,59330,519787,444229
slide-independent,slide,SAM-H,FullFT,43,A,tonsil_s1,Stromal,True,run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed43/log/2026-08-25T015318_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed43/inference_results.json,0.5342612732,0.4747379754,0.6108505525,119828,154184,40866,27738,160694,181922
slide-independent,slide,SAM-H,FullFT,43,A,tonsil_s1,Melanocyte,True,run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed43/log/2026-08-25T015318_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed43/inference_results.json,0,0,0,0,0,0,0,0,0
slide-independent,slide,SAM-H,FullFT,43,A,tonsil_s1,Other,True,run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed43/log/2026-08-25T015318_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed43/inference_results.json,0.2121472432,0.2560282599,0.1811070672,18409,13022,20010,2456,38419,15478
slide-independent,slide,CellViT-256,Frozen,42,A,kidney_s1,Epithelial,False,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,CellViT-256,Frozen,42,A,kidney_s1,Immune,False,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,CellViT-256,Frozen,42,A,kidney_s1,Stromal,False,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,CellViT-256,Frozen,42,A,kidney_s1,Melanocyte,False,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,CellViT-256,Frozen,42,A,kidney_s1,Other,False,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,CellViT-256,Frozen,42,A,liver_s1,Epithelial,False,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,CellViT-256,Frozen,42,A,liver_s1,Immune,False,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,CellViT-256,Frozen,42,A,liver_s1,Stromal,False,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,CellViT-256,Frozen,42,A,liver_s1,Melanocyte,False,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,CellViT-256,Frozen,42,A,liver_s1,Other,False,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,CellViT-256,Frozen,42,A,tonsil_s1,Epithelial,False,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,CellViT-256,Frozen,42,A,tonsil_s1,Immune,False,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,CellViT-256,Frozen,42,A,tonsil_s1,Stromal,False,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,CellViT-256,Frozen,42,A,tonsil_s1,Melanocyte,False,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,CellViT-256,Frozen,42,A,tonsil_s1,Other,False,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,CellViT-256,Selected PEFT,42,A,kidney_s1,Epithelial,True,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-25T114238_sthelar40x_klt_5class_slideind_foldA_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0.2234905824,0.163620508,0.3524577332,12776,27521,4805,5794,17581,33315
slide-independent,slide,CellViT-256,Selected PEFT,42,A,kidney_s1,Immune,True,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-25T114238_sthelar40x_klt_5class_slideind_foldA_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0.4561759246,0.8250516529,0.3152358397,50670,19360,7681,1656,58351,21016
slide-independent,slide,CellViT-256,Selected PEFT,42,A,kidney_s1,Stromal,True,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-25T114238_sthelar40x_klt_5class_slideind_foldA_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0.4048501302,0.3305277661,0.5222926922,21128,33386,5451,5679,26579,39065
slide-independent,slide,CellViT-256,Selected PEFT,42,A,kidney_s1,Melanocyte,True,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-25T114238_sthelar40x_klt_5class_slideind_foldA_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0,0,0,0,0,0,0,0,0
slide-independent,slide,CellViT-256,Selected PEFT,42,A,kidney_s1,Other,True,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-25T114238_sthelar40x_klt_5class_slideind_foldA_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0.0752704556,0.0454461822,0.2189716312,1128,5435,967,1168,2095,6603
slide-independent,slide,CellViT-256,Selected PEFT,42,A,liver_s1,Epithelial,True,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-25T114238_sthelar40x_klt_5class_slideind_foldA_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0.7632488989,0.8458941194,0.6953154567,142682,117283,32848,19252,175530,136535
slide-independent,slide,CellViT-256,Selected PEFT,42,A,liver_s1,Immune,True,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-25T114238_sthelar40x_klt_5class_slideind_foldA_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0.1171259581,0.2110898662,0.0810483427,54486,20920,11655,3071,66141,23991
slide-independent,slide,CellViT-256,Selected PEFT,42,A,liver_s1,Stromal,True,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-25T114238_sthelar40x_klt_5class_slideind_foldA_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0.5146982483,0.4024619335,0.7137428222,59733,105933,12857,15308,72590,121241
slide-independent,slide,CellViT-256,Selected PEFT,42,A,liver_s1,Melanocyte,True,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-25T114238_sthelar40x_klt_5class_slideind_foldA_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0,0,0,0,0,0,0,0,0
slide-independent,slide,CellViT-256,Selected PEFT,42,A,liver_s1,Other,True,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-25T114238_sthelar40x_klt_5class_slideind_foldA_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0.0211685618,0.0110662479,0.2430213465,609,13374,510,3723,1119,17097
slide-independent,slide,CellViT-256,Selected PEFT,42,A,tonsil_s1,Epithelial,True,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-25T114238_sthelar40x_klt_5class_slideind_foldA_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0.6043129217,0.5423888332,0.6821990253,65047,81814,17552,15291,82599,97105
slide-independent,slide,CellViT-256,Selected PEFT,42,A,tonsil_s1,Immune,True,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-25T114238_sthelar40x_klt_5class_slideind_foldA_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0.8178953708,0.8504860511,0.7877102627,423280,392037,96295,60756,519575,452793
slide-independent,slide,CellViT-256,Selected PEFT,42,A,tonsil_s1,Stromal,True,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-25T114238_sthelar40x_klt_5class_slideind_foldA_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0.4939693642,0.4467116446,0.5524088091,122737,151778,37792,32957,160529,184735
slide-independent,slide,CellViT-256,Selected PEFT,42,A,tonsil_s1,Melanocyte,True,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-25T114238_sthelar40x_klt_5class_slideind_foldA_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0,0,0,0,0,0,0,0,0
slide-independent,slide,CellViT-256,Selected PEFT,42,A,tonsil_s1,Other,True,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-25T114238_sthelar40x_klt_5class_slideind_foldA_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0.1443313297,0.2922059651,0.0958335256,21673,7108,16716,1573,38389,8681
slide-independent,slide,CellViT-256,FullFT,42,A,kidney_s1,Epithelial,True,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_fullft_lr1e-5_e10_seed42/log/2026-08-24T115109_sthelar40x_klt_5class_slideind_foldA_cellvit256_fullft_lr1e-5_e10_seed42/inference_results.json,0.2265259148,0.2311305475,0.2221011673,12850,12348,4736,1942,17586,14290
slide-independent,slide,CellViT-256,FullFT,42,A,kidney_s1,Immune,True,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_fullft_lr1e-5_e10_seed42/log/2026-08-24T115109_sthelar40x_klt_5class_slideind_foldA_cellvit256_fullft_lr1e-5_e10_seed42/inference_results.json,0.3939367104,0.8404710921,0.2572579712,51874,15878,6527,980,58401,16858
slide-independent,slide,CellViT-256,FullFT,42,A,kidney_s1,Stromal,True,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_fullft_lr1e-5_e10_seed42/log/2026-08-24T115109_sthelar40x_klt_5class_slideind_foldA_cellvit256_fullft_lr1e-5_e10_seed42/inference_results.json,0.440361675,0.3042910515,0.7965626929,21063,55138,5563,6535,26626,61673
slide-independent,slide,CellViT-256,FullFT,42,A,kidney_s1,Melanocyte,True,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_fullft_lr1e-5_e10_seed42/log/2026-08-24T115109_sthelar40x_klt_5class_slideind_foldA_cellvit256_fullft_lr1e-5_e10_seed42/inference_results.json,0,0,0,0,0,0,0,0,0
slide-independent,slide,CellViT-256,FullFT,42,A,kidney_s1,Other,True,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_fullft_lr1e-5_e10_seed42/log/2026-08-24T115109_sthelar40x_klt_5class_slideind_foldA_cellvit256_fullft_lr1e-5_e10_seed42/inference_results.json,0.139944194,0.0920643886,0.2915921288,1118,3541,984,706,2102,4247
slide-independent,slide,CellViT-256,FullFT,42,A,liver_s1,Epithelial,True,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_fullft_lr1e-5_e10_seed42/log/2026-08-24T115109_sthelar40x_klt_5class_slideind_foldA_cellvit256_fullft_lr1e-5_e10_seed42/inference_results.json,0.5391047386,0.8602249985,0.3925620978,144530,65956,30966,7994,175496,73950
slide-independent,slide,CellViT-256,FullFT,42,A,liver_s1,Immune,True,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_fullft_lr1e-5_e10_seed42/log/2026-08-24T115109_sthelar40x_klt_5class_slideind_foldA_cellvit256_fullft_lr1e-5_e10_seed42/inference_results.json,0.0769529362,0.068923924,0.0870992038,55764,70469,10392,10086,66156,80555
slide-independent,slide,CellViT-256,FullFT,42,A,liver_s1,Stromal,True,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_fullft_lr1e-5_e10_seed42/log/2026-08-24T115109_sthelar40x_klt_5class_slideind_foldA_cellvit256_fullft_lr1e-5_e10_seed42/inference_results.json,0.5614942465,0.4213049909,0.8415051122,60248,120338,12367,12840,72615,133178
slide-independent,slide,CellViT-256,FullFT,42,A,liver_s1,Melanocyte,True,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_fullft_lr1e-5_e10_seed42/log/2026-08-24T115109_sthelar40x_klt_5class_slideind_foldA_cellvit256_fullft_lr1e-5_e10_seed42/inference_results.json,0,0,0,0,0,0,0,0,0
slide-independent,slide,CellViT-256,FullFT,42,A,liver_s1,Other,True,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_fullft_lr1e-5_e10_seed42/log/2026-08-24T115109_sthelar40x_klt_5class_slideind_foldA_cellvit256_fullft_lr1e-5_e10_seed42/inference_results.json,0.0386395653,0.0219478738,0.1613445378,595,4374,529,1002,1124,5376
slide-independent,slide,CellViT-256,FullFT,42,A,tonsil_s1,Epithelial,True,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_fullft_lr1e-5_e10_seed42/log/2026-08-24T115109_sthelar40x_klt_5class_slideind_foldA_cellvit256_fullft_lr1e-5_e10_seed42/inference_results.json,0.6402472367,0.5262769815,0.8172250455,63756,99003,19020,15178,82776,114181
slide-independent,slide,CellViT-256,FullFT,42,A,tonsil_s1,Immune,True,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_fullft_lr1e-5_e10_seed42/log/2026-08-24T115109_sthelar40x_klt_5class_slideind_foldA_cellvit256_fullft_lr1e-5_e10_seed42/inference_results.json,0.8353088867,0.8486245526,0.8224046343,426385,413211,93287,58113,519672,471324
slide-independent,slide,CellViT-256,FullFT,42,A,tonsil_s1,Stromal,True,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_fullft_lr1e-5_e10_seed42/log/2026-08-24T115109_sthelar40x_klt_5class_slideind_foldA_cellvit256_fullft_lr1e-5_e10_seed42/inference_results.json,0.5036205805,0.5193711097,0.4887972393,118810,111816,41741,17723,160551,129539
slide-independent,slide,CellViT-256,FullFT,42,A,tonsil_s1,Melanocyte,True,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_fullft_lr1e-5_e10_seed42/log/2026-08-24T115109_sthelar40x_klt_5class_slideind_foldA_cellvit256_fullft_lr1e-5_e10_seed42/inference_results.json,0,0,0,0,0,0,0,0,0
slide-independent,slide,CellViT-256,FullFT,42,A,tonsil_s1,Other,True,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_fullft_lr1e-5_e10_seed42/log/2026-08-24T115109_sthelar40x_klt_5class_slideind_foldA_cellvit256_fullft_lr1e-5_e10_seed42/inference_results.json,0.0763466278,0.3159866778,0.0434185687,17481,2402,20944,443,38425,2845
slide-independent,slide,SAM-H,Frozen,42,B,kidney_s0,Epithelial,False,run/sthelar40x_klt_5class_slideind_foldB_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,SAM-H,Frozen,42,B,kidney_s0,Immune,False,run/sthelar40x_klt_5class_slideind_foldB_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,SAM-H,Frozen,42,B,kidney_s0,Stromal,False,run/sthelar40x_klt_5class_slideind_foldB_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,SAM-H,Frozen,42,B,kidney_s0,Melanocyte,False,run/sthelar40x_klt_5class_slideind_foldB_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,SAM-H,Frozen,42,B,kidney_s0,Other,False,run/sthelar40x_klt_5class_slideind_foldB_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,SAM-H,Frozen,42,B,liver_s0,Epithelial,False,run/sthelar40x_klt_5class_slideind_foldB_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,SAM-H,Frozen,42,B,liver_s0,Immune,False,run/sthelar40x_klt_5class_slideind_foldB_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,SAM-H,Frozen,42,B,liver_s0,Stromal,False,run/sthelar40x_klt_5class_slideind_foldB_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,SAM-H,Frozen,42,B,liver_s0,Melanocyte,False,run/sthelar40x_klt_5class_slideind_foldB_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,SAM-H,Frozen,42,B,liver_s0,Other,False,run/sthelar40x_klt_5class_slideind_foldB_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,SAM-H,Frozen,42,B,tonsil_s0,Epithelial,False,run/sthelar40x_klt_5class_slideind_foldB_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,SAM-H,Frozen,42,B,tonsil_s0,Immune,False,run/sthelar40x_klt_5class_slideind_foldB_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,SAM-H,Frozen,42,B,tonsil_s0,Stromal,False,run/sthelar40x_klt_5class_slideind_foldB_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,SAM-H,Frozen,42,B,tonsil_s0,Melanocyte,False,run/sthelar40x_klt_5class_slideind_foldB_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,SAM-H,Frozen,42,B,tonsil_s0,Other,False,run/sthelar40x_klt_5class_slideind_foldB_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,SAM-H,Selected PEFT,42,B,kidney_s0,Epithelial,True,run/sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-20T112527_sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0.6359620939,0.8815091226,0.4974076817,94510,53329,12320,2129,106830,55458
slide-independent,slide,SAM-H,Selected PEFT,42,B,kidney_s0,Immune,True,run/sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-20T112527_sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0.2763746711,0.2031452934,0.4321580876,16649,35418,3085,2188,19734,37606
slide-independent,slide,SAM-H,Selected PEFT,42,B,kidney_s0,Stromal,True,run/sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-20T112527_sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0.5022720727,0.4059303513,0.6585754747,47665,77331,7454,5494,55119,82825
slide-independent,slide,SAM-H,Selected PEFT,42,B,kidney_s0,Melanocyte,True,run/sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-20T112527_sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0,0,0,0,0,0,0,0,0
slide-independent,slide,SAM-H,Selected PEFT,42,B,kidney_s0,Other,True,run/sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-20T112527_sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0.000275558,0.5,0.000137817,7256,2,2662,0,9918,2
